Name,Class,Spells,Skills
18a05562,Cleric 12,Sacred Flame*0|Spare the Dying*0|Toll the Dead*0|Guidance*0|False Life*1|Ray of Sickness*1|Inflict Wounds*1|Healing Word*1|Guiding Bolt*1|Cure Wounds*1|Detect Magic*1|Prot. from Evil and Good*1|Create Water*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Prayer of Healing*2|Protection from Poison*2|Gentle Repose*2|Levitate*2|Animate Dead*3|Vampiric Touch*3|Water Walk*3|Remove Curse*3|Revivify*3|Dispel Magic*3|Tongues*3|Spirit Guardians*3|Bestow Curse*3|Speak with Dead*3|Blight*4|Death Ward*4|Control Water*4|Banishment*4|Freedom of Movement*4|Stone Shape*4|Antilife Shell*5|Cloudkill*5|Raise Dead*5|Mass Cure Wounds*5|Flame Strike*5|Word Of Recall*6,Sleight of Hand|Insight|Perception|Deception|Persuasion
14d808fc,Rogue 12,No spells,Acrobatics|Sleight of Hand|Stealth|Nature|Animal Handling|Perception|Deception|Persuasion
8435e243,Barbarian 12,No spells,Athletics|Survival|Intimidation|Persuasion
7e766c79,Bard 12,No spells,Acrobatics|Arcana|History|Perception|Deception|Intimidation|Performance|Persuasion
c1519484,Fighter 12,No spells,Athletics|Acrobatics|Arcana|Perception|Survival
d3068cf1,Cleric 12,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,Stealth|History|Animal Handling|Medicine|Perception|Survival
262bd92f,Sorcerer 12,Darkness*2,Animal Handling|Perception|Survival|Deception|Persuasion
47c80016,Fighter 12,No spells,Athletics|Acrobatics|Perception|Intimidation
2cfc5ee1,Rogue 12,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion
b2d4190e,Warlock 12,No spells,Arcana|Investigation|Religion|Intimidation
0f0ddd84,Wizard 12,Firebolt*0|Frostbite*0|Message*0|Light*0|Mage Hand*0|Guidance*0|Mold Earth*0|Minor Illusion*0|Magic Missile E*1|Mage Armour A*1|Shield A*1|Absorb Elements A*1|Feather Fall T*1|Faerie Fire E (MI)*1|Detect Magic DR*1|Identify DR*1|Comprehend Languages DR*1|Find Familiar CR*1|Alarm AR*1|Misty Step C*2|Dragon's Breath T*2|Invisibility I*2|Scorching Ray E*2|Earthen Grasp T*2|Fireball E*3|Counterspell A*3|Tiny Servant T*3|Fly T*3|Haste T*3|Tiny Hut ER*3|Water Breathing TR Copy*3|Sending E Copy*3|Major Image I Copy*3|Polymorph T*4|Dimension  Door C*4|Wall Of Fire E*4|Resilient Sphere*4|Animate Objects T*5|Wall Of Force E*5|Teleportation Circle C*5|Bigsby Hand E*5|Cone Of Cold E*5|Scatter C*6,Arcana|History|Investigation|Insight
3ef878e2,Cleric 12,Sacred Flame*0|Resistance*0|Spare the Dying*0|Thaumaturgy*0|Guidance*0|Bless*1|Cure Wounds*1|Bane*1|Detect Magic*1|Healing Word*1|Inflict Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Prayer Of Healing*2|Continual Flame*2|Enhance Ability*2|Beacon of Hope*3|Revivify*3|Mass Healing Word*3|Protection Of Energy*3|Dispel Magic*3|Death Ward*4|Guardian of Faith*4|Banishment*4|Death Ward*4|Divination*4|Mass Cure Wounds*5|Raise Dead*5|Planar Binding*5|Dispel Evil And Good*5|Heal*6,Athletics|Religion|Medicine|Survival
d87da74d,Fighter 12,No spells,Athletics|History|Investigation|Insight|Persuasion
7807aa0f,Rogue 12,Booming Blade*0|Mage Hand*0|Message*0|Ray of Frost*0|Minor Illusion*0|Charm Person*1|Tasha's Hideous Laughter*1|Find Familiar*1|Fog Cloud*1|Blur*2|Hold Person*2|Blindness Deafness*2,Acrobatics|Sleight of Hand|Stealth|History|Investigation|Perception|Persuasion
cf2f8a3d,Fighter 12,No spells,Athletics|Animal Handling|Perception|Survival
12adf5e1,Fighter 12,No spells,Sleight of Hand|Insight|Perception|Deception|Intimidation|Performance
112f2185,Paladin 12,Sanctuary*1|Shield Of Faith*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3,Athletics|Religion|Insight|Intimidation
fe1194be,Wizard 12,Fire Bolt*0|Light*0|Prestidigitation*0|Mending*0|Shield*1|Magic Missile*1|Catapault*1|Chromatic Orb*1|Identify*1|Comprehend Languages*1|Detect Magic*1|Alarm*1|See Invisibility*2|Invisibility*2|Arcane Lock*2|Locate Object*2|Fireball*3|Magic Circle*3|Glyph Of Warding*3|Leomund's Tiny Hut*3|Dispel Magic*3|Counterspell*3|Arcane Eye*4|Locate Creature*4|Private Sanctum*4|Wall Of Fire*4|Faithful Hound*4|Bigby's Hand*5|Wall Of Force*5|Scrying*5|Legend Lore*5|Contact Other Planes*5|Gaurds and Wards*6|True Seeing*6,Stealth|Arcana|Investigation|Perception|Intimidation
9455fa96,Monk 12,No spells,Stealth|History|Insight|Deception
90251479,Rogue 12,No spells,Acrobatics|Sleight of Hand|Stealth|Nature|Perception|Survival|Performance|Persuasion
a7d6f6fb,Fighter 12,No spells,Athletics|History|Insight|Perception|Intimidation
1b3fdd07,Warlock 12,Spare the Dying*0|Mage Hand*0|Toll The Dead*0|Chill Touch*0|Channeled Spirit Spell*1|Unseen Servant*1|Hex*1|Dissonant Whispers*1|Channeled Spirit Spell*2|Gentle Repose*2|Invisibility*2|Channeled Spirit Spell*3|Vampiric Touch*3|Bestow Curse*3|Animate Dead*3|Channel Spirit Spell*4|Channel Spirit Spell*5|Raise Dead*5|Summon Ghost*5|Danse Macabre*5,Arcana|History|Investigation|Nature|Religion|Medicine
ee4e36da,Paladin 12,Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2|Aura of Vitality*3|Spirit Guardians*3,Athletics|Insight|Perception|Intimidation
29dbbb46,Wizard 12,Acid Splash *0|Fire Bolt*0|Mage Hand*0|Ray Of Frost*0|Message *0|Magic Missle*1|Mage Armor*1|Thunderwave*1|Thunderwave*1|Witch Bolt*1|Alter Self*2|Darkness*2|Flaming Sphere*2|Crown Of Madness*2|Hold Person*2|Melds Acid Arrow*2|Misty Step*2|Scorching Ray*2|Animate Dead*3|Blink*3|Counterspell*3|Dispel Magic*3|Fireball *3|Vampiric Touch*3|Sleet Storm*3|Gaseous Form*3|Banishment *4|Blight *4|Ice Storm*4|Evards Black Tentacles *4|Phantasmal Killer*4|Polymorph*4|Wall Of Fire*4|Cloudkill*5|Conjure Elemental*5|Dominate Person *5|Teleportation*5|Wall Of Force*5|Chain Lightning*6|Circle Of Death *6|Create Undead*6|Sunbeam*6|Otilukes Freezing Sphere*6,Arcana|History|Insight|Persuasion
dbf00ee0,Cleric 12,Light*0|Resistance*0|Guidance*0|Mending*0|Thaumaturgy*0|Fog Cloud (Free)*1|Thunderwave (Free)*1|Protection From Evil/Good*1|Sanctuary*1|Bane*1|Healing Word*1|Detect Magic (Ritual)*1|Purify Food/Drink (Ritual)*1|Gust of Wind (Free)*2|Shatter (Free)*2|Warding Bond*2|Zone Of Truth*2|Augury (Ritual)*2|Call Lightning (Free)*3|Sleet Storm (Free)*3|Glyph Of Warding*3|Magic Circle*3|Dispel Magic*3|Control Water (Free)*4|Ice Storm (Free)*4|Death Ward*4|Destructive Wave (Free)*5|Insect Plague (Free)*5|Hallow*5|Scrying*5,Stealth|Arcana|Religion|Intimidation|Persuasion
5c84df46,Wizard 12,No spells,Arcana|History|Investigation|Medicine
4774e276,Paladin 12,Light*0|Protection from Evil And Good (Domain)*1|Sanctuary (Domain)*1|Command*1|Compelled Duel*1|Ceremony*1|Purify Food And Drink*1|Detect Evil And Good*1|Lesser Restoration (Domain)*2|Zone of Truth (Domain)*2|Find Steed*2|Aid*2|Beacon of Hope (Domain)*3|Dispel Magic (Domain)*3|Crusaders Mantle*3|Reviveify*3,Athletics|History|Religion|Animal Handling|Survival|Intimidation
8b4e4fea,Barbarian 12,No spells,Athletics|Arcana|Animal Handling|Perception|Survival|Intimidation
7a532a7c,Warlock 12,No spells,Arcana|Religion|Medicine|Intimidation
797ea0e6,Cleric 12,Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5,History|Religion|Animal Handling|Survival
5699251f,Ranger 12,Disguise Self*1|Rope Trick*2|Fear*3,Athletics|Stealth|Perception|Survival|Deception
ca119139,Ranger 12,Protection from Evil and Good*1|Hunter's Mark*1|Ensnaring Strike*1|Misty Step*2|Lesser Restoration *2|Pass Without Trace*2|Haste*3|Conjure Animals*3|Lightning Arrow*3|Conjure Barrage*3,Athletics|Stealth|Nature|Perception|Survival
41621b09,Fighter 12,Summon Guitar*0,Athletics|Acrobatics|Investigation|Perception
3c4a961f,Monk 12,No spells,Acrobatics|Stealth|History|Perception|Persuasion
819ba848,Rogue 12,No spells,Acrobatics|Stealth|History|Investigation|Insight|Perception|Deception
a978d49d,Paladin 12,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3,Athletics|Religion|Insight|Medicine|Persuasion
54e1ab9e,Bard 12,No spells,Acrobatics|Sleight of Hand|Stealth|Arcana|Investigation|Perception|Performance
32ada1cd,Rogue 12,No spells,Acrobatics|Sleight of Hand|Stealth|Nature|Perception|Survival|Deception|Intimidation
9ee81f30,Ranger 12,No spells,Athletics|Acrobatics|Stealth|Nature|Perception|Survival
438db61e,Wizard 12,No spells,Arcana|Investigation|Nature|Perception|Survival
8b466520,Monk 12,No spells,Athletics|Acrobatics|Religion|Medicine|Performance
37b19382,Fighter 12,No spells,Athletics|Arcana|Insight|Perception|Intimidation|Persuasion
397285b7,Blood-Hunter 12,No spells,Acrobatics|Arcana|Investigation|Insight|Perception|Survival
39aef35a,Fighter 12,No spells,Athletics|Animal Handling|Insight|Survival|Performance
11dd51a9,Cleric 12,Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5,Religion|Insight|Medicine|Survival
e9512c66,Monk 12,No spells,Athletics|Acrobatics|Religion|Insight|Performance
9192f3e2,Paladin 12,Ensnaring Strike (B)*1|Speak with Animals (B)*1|Cure Wounds*1|Protection From Evil*1|Shield Of Faith*1|Moonbeam (B)*2|Misty Step (B)*2|Lesser Restoration*2|Plant Growth (B)*3|Protection from Energy (B)*3|Revivify*3|Blinding Smite*3|Crusader's Mantle (X)*3|Dispel Magic*3,Athletics|Religion|Insight|Medicine
7c558670,Fighter 12,No spells,Athletics|Insight|Perception|Intimidation
6e50d2be,Rogue 12,No spells,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception
0f24f0e8,Rogue 12,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception
bc1dfeaf,Paladin 12,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3,Athletics|Stealth|Deception|Intimidation
abdac1bb,Ranger 12,Protection from Evil and Good*1|Zone of Truth*2|Magic Circle*3,Athletics|Stealth|Insight|Perception|Survival|Deception
31a819fa,Cleric 12,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Freedom of Movement*4|Stoneskin*4|Flame Strike*5|Hold Monster*5,Athletics|History|Medicine|Intimidation
d5c2e04f,Sorcerer 12,No spells,Arcana|Religion|Medicine|Perception|Intimidation
997acb63,Sorcerer 12,No spells,Athletics|Insight|Survival|Intimidation
27efd787,Warlock 12,Spare the Dying*0,Athletics|Investigation|Religion|Medicine|Intimidation
3ff1bfc1,Wizard 12,No spells,Arcana|History|Investigation|Insight
6925180d,Wizard 12,No spells,Arcana|History|Investigation|Insight
3cf85372,Fighter 12,No spells,Athletics|Religion|Intimidation|Persuasion
f752168c,Cleric 12,False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4|Antilife Shell*5|Cloudkill*5,Athletics|Religion|Medicine|Survival|Intimidation
432f3e92,Barbarian 12,No spells,Athletics|Nature|Animal Handling|Survival
7e8ed055,Fighter 12,No spells,Athletics|Survival|Intimidation|Persuasion
3ba8ca98,Ranger 12,No spells,Athletics|Nature|Animal Handling|Perception|Survival
bdb30019,Rogue 12,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Survival
a9b2ac88,Fighter 12,No spells,Athletics|Acrobatics|Animal Handling|Intimidation|Persuasion
1962cf57,Sorcerer 12,No spells,Arcana|Insight|Perception|Persuasion
743f5ce2,Paladin 12,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3,Athletics|Insight|Intimidation|Persuasion
3a7ad53a,Rogue 12,No spells,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion
43f2e968,Paladin 12,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3,Athletics|Religion|Insight|Perception|Persuasion
4db6b735,Warlock 12,No spells,Arcana|History|Investigation|Deception
b9d55d41,Fighter 12,No spells,Acrobatics|Arcana|Insight|Perception|Persuasion
b55c97c9,Ranger 12,Ensnaring Strike*1|Hail Of Thorns*1|Hunters Mark*1|Cordon Of Arrows*2|Silence*2|Pass Without A Trace*2|Lightning Arrow*3|Conjure Barrage*3,Athletics|Stealth|Investigation|Nature|Animal Handling|Perception|Survival
39624b00,Paladin 12,Ensnaring Strike*1|Speak with Animals R*1|Shield of faith*1|thunderous smite*1|Purify food and drink R*1|Compelled duel*1|protection from good and evil*1|Command*1|detect magic R*1|Bless*1|Wrathful smite*1|Divine Favour*1|Cure wounds*1|Moonbeam*2|Misty Step*2|Lesser restoration*2|Branding Strike*2|Find Steed*2|Zone of truth*2|Magic weapon*2|Plant Growth*3|Protection from Energy*3|Aura of Vitality*3|Remove curse*3|Daylight*3|Blinding smite*3|Elemental weapon*3,Athletics|Animal Handling|Survival|Persuasion
d0ff0168,Fighter 12,No spells,Athletics|Animal Handling|Perception|Survival|Intimidation
1fafe304,Ranger 12,No spells,Athletics|Stealth|Animal Handling|Insight|Perception
c06f918e,Rogue 12,No spells,Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Persuasion
b5033ce0,Ranger 12,No spells,Athletics|Stealth|Investigation|Nature|Perception|Survival
aa7919c2,Paladin 12,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,History|Insight|Intimidation|Persuasion
d42242a7,Bard 12,No spells,Acrobatics|Stealth|Perception|Deception|Performance
2a642f2c,Barbarian 12,No spells,Athletics|Nature|Perception|Survival|Intimidation
c5321a37,Sorcerer 12,No spells,Arcana|History|Insight|Persuasion
d42242a7,Rogue 12,No spells,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception
8cc58946,Fighter 12,No spells,History|Animal Handling|Perception|Intimidation|Persuasion
c4a27429,Cleric 12,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5,History|Religion|Insight|Medicine|Persuasion
859a7b7f,Warlock 12,Light*0|Sacred Flame*0,Arcana|History|Investigation|Nature
c156b2db,Wizard 12,No spells,Arcana|Religion|Insight|Medicine
b4b2a4fc,Cleric 12,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5,History|Religion|Insight|Medicine
c8c0a87f,Druid 12,Chill Touch*0|+Gentle Repose*2|+Ray Of Enfeeblement*2|+Animate Dead*3|+Gaseous Form*3|+Blight*4|+confusion*4|+cloud Kill*5|+contagion*5,Arcana|History|Nature|Animal Handling|Survival
1fa0ddaa,Druid 11,Guidance*0|Guiding Bolt*1,History|Nature|Perception|Survival
2e0a1187,Barbarian 11,No spells,Athletics|Nature|Animal Handling|Perception|Survival|Intimidation
757d02fd,Bard 11,Vicious Mockery *0|Minor Illusion*0|Mage Hand *0|Light*0|Healing Word *1|Command*1|Detect Magic*1|Comprehend Language *1|Invisibility*2|Nathair Mischief*2|Calm Emotions*2|Leomund Tiny Hut*3|Hypnotic Pattern *3|Plant Growth*3|Revivify*3|Fireball*3|Dimension Door*4|Polymorph*4|Rary Telepathic Bond *5|Synaptic Static*5|Wall Of Force*5|Telekinesis *5|Mass Suggestion*6,Acrobatics|Stealth|Arcana|History|Religion|Insight|Deception|Performance|Persuasion
58c1a340,Rogue 11,No spells,Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Survival
4a357254,Monk 11,No spells,Acrobatics|Stealth|Religion|Insight|Perception
4d964a1d,Monk 11,No spells,Acrobatics|Stealth|Insight|Perception|Deception
291c514e,Fighter 11,Message*0|Booming Blade*0|Toll The Dead*0|Lightning Lure*0|Find Familiar*1|Shield*1|Absorb Elements *1|Protection From Evil And Good*1|Burning Hands*1|Misty Step*2|Warding Wind*2|Enlarge / Reduce*2,Athletics|Stealth|Insight|Perception|Survival
74e67376,Monk 11,No spells,Athletics|Acrobatics|Religion|Insight|Intimidation
bbf7fa95,Monk 11,No spells,Athletics|Acrobatics|Sleight of Hand|Religion|Insight
a4f1bba7,Sorcerer 11,Mind Sliver*0|Infestation*0|Minor Illusion*0|Sword Burst*0|Mage Hand*0|Chill Touch*0|Thorn Whip*0|Arms of Hadar*1|Dissonent Whispers*1|Magic Missile*1|Mage Armor*1|Calm Emotions*2|Detect Thoughts*2|Tasha's Mind Whip*2|Phantasmal Force*2|Invisibility*2|Hunger of Hadar*3|Sending*3|Stinking Cloud*3|Slow*3|Fly*3|Black Tentacles*4|Summon Aberration*4|Dimension Door*4|Blight*4|Telepathic Bond*5|Telekinesis*5|Synaptic Static*5|Disintegrate*6,Acrobatics|Arcana|Religion|Insight|Deception|Persuasion
aa2c024f,Wizard 11,Blade Ward*0|Lightning Lure*0|Sapping Sting*0|Shocking Grasp*0|Catapult*1|Mage Armor*1|Magic Missile*1|Magnify Gravity*1|Shield*1|Witchbolt*1|Absorb Elements*1|Blur*2|Immovable Object*2|Invisibility*2|Levitate*2|Misty Step*2|See Invisible*2|Shatter*2|Fly*3|Haste*3|Lightning Bolt*3|Protection From Energy*3|Sending*3|Slow*3|Banishment*4|Dimension Door*4|Gravity Sinkhole*4|Greater Invisibility*4|Resilient Sphere*4|Storm Sphere*4|Animate Objects*5|Wall Of Force*5|Chain Lightning*6|Disintegrate*6,Sleight of Hand|Stealth|History|Investigation|Insight
6b99b136,Fighter 11,"Eldritch Blast*0|Chill Touch*0|Hex*1|Detect Magic (At Will, Hags Eye)*1|See Ethereal ( At Will, Hags Eye*1|Sleep ( Hags Fingers, 1 Left*1",Athletics|Stealth|Insight|Perception|Deception
33bebd74,Wizard 11,No spells,Arcana|Insight|Medicine|Perception|Deception|Performance
55392cfe,Paladin 11,Protection from Evil and Good*1|Shield Of Faith*1|Cure Wounds*1|Thunderous Smite*1|Sanctuary*1|Detect Magic *1|Lesser Restoration*2|Zone of Truth*2|Branding Smite*2|Protection From Poison *2|Zone Of Truth*2|Revivify*3|Dispel Magic*3|Spirit Shroud*3|Beacon Of Hope*3,Athletics|Religion|Medicine|Perception|Persuasion
b0455055,Paladin 11,Bane*1|Hunter’s Mark*1|Bless*1|Protection From Evil And Good*1|Cure Wounds*1|Command*1|Hold Person*2|Misty Step*2|Lesser Restoration *2|Haste*3|Protection from Energy*3|Revivify*3|Remove Curse*3,History|Religion|Intimidation|Persuasion
019c58d7,Paladin 11,Bane*1|Hunter�s Mark*1|Divine Favor*1|Shield Of Faith*1|Wrathful Smite*1|Hold Person*2|Misty Step*2|Lesser Restoration*2|Zone Of Truth*2|Magic Weapon*2|Locate Object*2|Warding Bond*2|Haste*3|Protection from Energy*3,Athletics|Deception|Intimidation|Persuasion
10b23d21,Sorcerer 11,Mind Sliver*0|Infestation*0|Minor Illusion*0|Sword Burst*0|Mage Hand*0|Chill Touch*0|Thorn Whip*0|Arms of Hadar*1|Dissonent Whispers*1|Magic Missile*1|Mage Armor*1|Calm Emotions*2|Detect Thoughts*2|Tasha's Mind Whip*2|Phantasmal Force*2|Invisibility*2|Hunger of Hadar*3|Sending*3|Stinking Cloud*3|Slow*3|Fly*3|Black Tentacles*4|Summon Aberration*4|Dimension Door*4|Blight*4|Telepathic Bond*5|Telekinesis*5|Synaptic Static*5|Disintegrate*6,Acrobatics|Arcana|Religion|Insight|Deception|Persuasion
521d9b35,Barbarian 11,No spells,Athletics|Insight|Perception|Survival|Intimidation|Persuasion
9ac171ea,Rogue 11,No spells,Athletics|Sleight of Hand|Investigation|Perception|Deception|Intimidation
265cc227,Barbarian 11,No spells,Athletics|Acrobatics|Animal Handling|Perception|Survival|Intimidation|Performance
92fdf94a,Rogue 11,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Persuasion
5262a504,Rogue 11,No spells,Acrobatics|Stealth|Investigation|Insight|Perception|Deception
4bfc1c31,Sorcerer 11,Chill Touch*0|Firebolt*0|Gust*0|Frostbite*0|Prestidigitation*0|Ray Of Frost*0|Shield *1|Chromatic Orb*1|Phantasmal Force*2|Shatter*2|Gust Of Wind*2|Counterspell*3|Fireball*3|Haste*3|Greater Invisibility *4|Dimension Door*4|Synaptic Static*5|Intellect Fortress*5|Chain Lightning *6,Athletics|Arcana|Religion|Perception
d6c8f146,Cleric 11,Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5,Athletics|History|Religion|Insight|Medicine
946fa902,Artificer 11,Heroism*1|Shield*1|Branding Smite*2|Warding Bond*2|Aura of Vitality*3|Conjure Barrage*3,Arcana|History|Investigation|Perception|Survival
4ee47a67,Wizard 11,Toll the Dead*0|Minor Illusion*0|Prestidigitation*0|Mage Hand*0|Fire Bolt*0|Alarm*1|Chromatic Orb*1|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Identify*1|Mage Armor*1|Shield*1|Silent Image*1|Gift of Alacrity*1|Feather Fall*1|Absorb Elements*1|Dragon's Breath*2|Invisibility*2|Locate Object*2|Misty Step*2|Counterspell*3|Dispel Magic*3|Fireball*3|Fly*3|Hypnotic Pattern*3|Leomund's Tiny Hut*3|Major Image*3|Sending*3|Water Breathing*3|Banishment*4|Charm Monster*4|Greater Invisibility*4|Polymorph*4|Arcane Eye*4|Bigby's Hand*5|Teleportation Circle*5|Wall of Force*5,Arcana|Investigation|Insight|Perception
ed9a50aa,Barbarian 11,No spells,Athletics|Nature|Animal Handling|Survival
5f96ada6,Sorcerer 11,Blade Ward*0|Control Flames*0|Fire Bolt*0|Ray Of Frost*0|Shocking Grasp*0|Thunderclap*0|Mage Armor*1|Maggie Missile*1|Alter Self*2|Enchance Ability*2|Lightening Bolt*3|Melf's Minute Meteors*3|Vitrolic Sphere*4|Storm Sphere*4|Cloud Kill*5|Hold Creature*5|Globe of Invulnerability*6|Sunbeam (Temp Battle Suit)*6,Arcana|Religion|Insight|Intimidation
c5e47f66,Fighter 11,No spells,Athletics|Acrobatics|Insight|Perception|Intimidation
b7e8c153,Druid 11,No spells,Nature|Religion|Animal Handling|Medicine
56fe55b3,Druid 11,Shillelagh*0|Mending*0|Druidcraft*0|Speak with Animals *1|Charm Person*1|Good Berry*1|Create or Destory Water*1|Moonbeam*2|Heat Metal *2|meld into stone*3|Speak With Plants*3|Call Lightning*3|Dominate Beast *4|Wall Of Fire*4|Greater Restoration *5|Reincarnate*5|Sunbeam *6|Transport Via Plant*6,Athletics|Nature|Animal Handling|Perception|Survival
39a291fb,Gunslinger 11,No spells,Athletics|Investigation|Perception|Survival
37aff68c,Wizard 11,Fire Bolt*0|Ray of Frost*0|Poison Spray*0|Shocking Grasp*0|Magical Missle*1|Thunderwave*1|Witch Bolt*1|Charm Person*1|Scorching Ray*2|Knock*2|Invisibility*2|Vampire Touch*3|Remove Curse*3|Thunder Step*3|Fabricate*4|Ice Storm*4|Fire Shield*4|Telekinesis*5|Cloud Kill*5|Teleportation Circle*5|Disintegrate*6,Arcana|History
